,RELIANCE,TCS,HDFCBANK,INFY,ICICIBANK,SBIN,BHARTI,ITC,KOTAKBANK,HINDUNILVR
2021-01-22,2351.4863527945513,3343.409704277282,1459.1592715310062,1718.9320962010133,722.3169506481388,439.09221671950917,648.9799312860762,215.30251035261344,1721.361611661143,2177.4225362556617
2021-01-25,2317.0344253226563,3357.353350263154,1473.3642582039988,1709.2592043508591,733.1457089829307,447.093727184001,659.2076954098934,220.63093999367098,1736.4920083872794,2188.9198473478286
2021-01-26,2286.1515209472277,3306.889948419185,1458.4623809273642,1693.1180811869601,727.1728309044213,447.2499139557156,654.7629889342996,223.65960081757248,1722.6373427222652,2254.734233687135
2021-01-27,2310.1523104974713,3286.4268734041966,1442.7520926797745,1693.2029092027126,720.9616390936245,446.9209597455058,657.7263347583497,223.42729185484131,1701.7646052117072,2218.653028094351
2021-01-28,2295.318894921937,3313.862560132918,1445.972404343122,1680.6137243797725,722.768716425632,450.2095497784165,650.2445318285252,223.64446607224912,1706.546922044663,2194.792796117439
2021-01-29,2309.6515868834945,3346.0660771446273,1472.978757243791,1716.9886123012736,724.2260152432576,448.47223483379577,659.3180071047353,225.79472416767015,1722.4116480405075,2294.210424060559
2021-02-01,2331.8866085986056,3407.2273540742026,1503.2966311792738,1758.4368569484748,735.7050514671938,460.38235899030235,660.0684476711327,226.2660625401966,1742.4819931593217,2304.846980038086
2021-02-02,2419.885843721281,3379.4858148860994,1535.620141386046,1721.3267302544202,749.6360003652527,476.5319949250429,665.300613245042,224.8978019077112,1759.4415403879989,2321.570101825596
2021-02-03,2393.623799026143,3374.8363945074943,1529.2947129078113,1705.6330343148352,762.6687332560448,485.15337313772,646.6547368092099,225.02069028876625,1763.533655115617,2337.972641890676
2021-02-04,2365.330363643552,3355.1066689658464,1529.4392904671681,1713.688249970406,751.3238198729225,478.01169651574503,639.0493699971797,222.53975081518942,1772.7345096834522,2332.73371763136
2021-02-05,2320.194278268358,3368.5387017497483,1560.2070800976892,1740.9974619179413,748.3401987969863,476.5448433565678,652.2277691794376,220.96231576502947,1783.6816557147076,2347.5328730143224
2021-02-08,2287.9207090523814,3348.326994854704,1487.5228661390756,1704.9975948566519,716.7670720196043,449.1338917906744,655.7294885794041,215.42589154699434,1715.8496399783337,2311.4893395007266
2021-02-09,2341.8275208229466,3320.7075062177546,1520.2138222360747,1698.8348360827922,724.8668728834162,458.64321565598664,661.1659167746086,214.9784253280871,1735.9024584667097,2307.676840606259
2021-02-10,2347.403031907896,3352.075418440462,1555.8990831155038,1691.4276398520851,755.6119340005093,465.01320578340915,667.0757707052778,217.86090843486974,1779.6429771168443,2319.5200208528267
2021-02-11,2341.103231463999,3329.02499712535,1540.0974309791243,1696.8182272515094,752.1296547754514,458.1541033873869,673.4880224034439,218.50674273711567,1780.0814460694785,2336.09612991868
2021-02-12,2312.102117287489,3290.619346618131,1542.3164090331577,1692.3818605037707,750.7268816463016,458.14912466516984,683.8783861274692,216.96013181847283,1785.6948011708955,2324.809508127629
2021-02-15,2305.549952900345,3332.8111943774147,1561.6351627122058,1727.0254628352977,768.921748954456,467.5116666759383,697.9153175427344,217.33217147116528,1818.6675264026323,2332.0743785538866
2021-02-16,2310.4378682237384,3361.159667244859,1550.3560499770422,1779.2580765225073,757.6490262803684,454.87012314808663,709.937178390247,219.43139031018697,1810.6721575600634,2357.404878338935
2021-02-17,2311.356240040318,3325.4475719715733,1547.8614238347816,1750.738193165235,764.2959243379295,456.7912173743981,700.0254459567363,218.4388956898589,1820.427403216947,2339.039150017736
2021-02-18,2282.9671827368875,3320.089357873702,1544.3566899890486,1737.4618776225745,757.1926643046338,454.7358681835475,682.5983932256353,213.97672004135293,1800.194490625648,2307.4058591734993
2021-02-19,2295.5273621028023,3389.5229004946614,1572.710646668962,1766.209634578957,769.5808433968181,457.2465724605436,689.6942555942618,214.27652209669174,1826.5910988583066,2299.3964018810602
2021-02-22,2315.7458593616807,3467.3712524542516,1585.198785436764,1808.3442997755055,782.5049075607737,461.5631399009994,699.8320360173744,215.4093046268256,1848.5939818713061,2295.37636679245
2021-02-23,2318.00777212705,3491.083468021071,1617.7020516140274,1841.2570381856028,814.1349914193434,472.9481716462214,717.8907133903502,217.56710817615328,1924.8653974147353,2301.090213285494
2021-02-24,2288.9060583533624,3448.903243462745,1562.4887321087515,1806.6615533290744,783.5973370474903,456.4126032400083,709.903061582785,220.54299839519598,1886.3675789391773,2289.639217571407
2021-02-25,2258.081539083944,3452.300073678029,1528.9682918875255,1841.4661136626883,778.5106877711208,448.2510054169961,689.8725790788956,222.98617089303855,1867.9282270803703,2320.4704169318165
2021-02-26,2203.3875656281307,3394.574425999248,1507.7199535985976,1814.1906527122321,762.0675376076683,442.66916303995805,671.0357861997005,220.90040812298795,1842.7604211445532,2311.2926645116104
2021-03-01,2229.5352091374807,3364.221962701677,1482.6044751185348,1825.7560999612463,756.7692950886851,434.3750330494401,683.9829144383272,221.35789012233477,1843.5718743054094,2315.344448682383
2021-03-02,2304.4387270667944,3484.317117966575,1511.0012253409366,1903.4645080642322,780.2657786415989,453.7632732618838,689.7881022584677,225.32579123599095,1905.292870109656,2307.0204169053427
2021-03-03,2263.229673474345,3374.1857029456773,1482.9548849054959,1866.5195293143574,777.544810725305,450.0462604618363,698.030746561505,221.02100017845683,1864.6523337272026,2280.0243481946522
2021-03-04,2278.3046510573276,3382.597083260989,1449.7953023119453,1865.2800952820862,754.7319812669348,441.3746063116799,697.1609088045967,217.80989039390732,1823.1077979698762,2235.5316426958548
2021-03-05,2277.4007416696554,3423.19094226592,1436.1328031731925,1892.2367813694748,745.5684010521189,432.2725703561193,695.8262270779666,214.88041458621925,1799.680159153974,2194.9673616225737
2021-03-08,2350.355415397682,3468.6366296499964,1446.446047709805,1920.3410302223472,754.4450123072672,436.1163523331235,709.0916892265301,218.20620050808574,1808.1752570977778,2205.333905316718
2021-03-09,2341.578273855199,3367.1154200327665,1406.471865741322,1900.065445759559,749.9622470195812,428.9968840898279,707.0265044534219,218.2060186478011,1829.1851711719687,2223.9422379341086
2021-03-10,2338.245690034286,3326.5372802342517,1373.4318391956915,1882.382085738819,729.8845482210152,411.0262256628187,691.8296615863187,214.04859170097035,1811.64089795176,2216.0088653417683
2021-03-11,2339.332573219957,3389.5511074270835,1381.5982463039054,1893.1994827051537,745.9115227817953,420.80467890005093,687.9467110945878,214.19728062001147,1824.2312685930494,2190.8740662547366
2021-03-12,2375.1055217362864,3492.4520224660073,1376.2757212598722,1951.5029574825194,742.1608305990948,416.5687078918678,687.5819793388239,212.4409058484438,1821.4701589433964,2168.004627283157
2021-03-15,2386.651742478181,3497.9189441255535,1375.364059886015,1934.3943466577985,738.0402432324589,418.847054479562,692.3906457117391,210.11309908743164,1819.6208330821635,2173.422436546396
2021-03-16,2326.095369915977,3486.7882826398045,1349.0064655623394,1936.9096118763707,717.4142030301978,399.3340760452254,668.0680013872707,208.3058685996023,1783.345916469798,2136.097371445375
2021-03-17,2350.9940027999787,3431.1636408337945,1348.0931777660899,1887.2522253555874,713.0982496008061,398.2417756307451,656.0311331745373,206.96229793233914,1788.5750329657158,2115.9525627432713
2021-03-18,2383.546274796679,3402.903009527007,1361.6550292342586,1908.3956275299925,702.233653486547,391.649744969583,660.5075612941049,206.62550306409983,1782.6881359892056,2103.9376453390505
2021-03-19,2388.2081312388486,3399.8843461508295,1382.4794760221678,1915.2671979430004,713.5980023941048,396.0187918155372,659.0633496843798,206.12027009649805,1807.0435559191976,2097.653014914737
2021-03-22,2356.3276312326298,3431.9909532579513,1384.5441728808614,1918.853582118591,722.4116218966763,397.81896583898026,637.7717013825719,200.90631728271782,1784.732733924473,2051.9788442911017
2021-03-23,2314.1433418956353,3440.2958642047092,1372.0499684046888,1912.0203599814279,721.587378899972,386.35007259604157,633.483428359685,199.72560754928708,1747.2427442576275,2054.026846021033
2021-03-24,2283.3638364959625,3365.972912572669,1358.8453107729674,1922.3399419035693,715.860208289306,383.9369760307481,620.7449661683452,194.4977377802527,1739.472122225468,1995.1560440388648
2021-03-25,2242.689577302342,3283.9920424351394,1339.5895554092072,1885.632622948189,712.9809442764011,378.92083032039,607.8387549078984,188.88400688241717,1712.4660327901975,1957.411106684848
2021-03-26,2225.765316860607,3198.8142572222323,1331.8603507170033,1870.7030871154675,711.7911181871892,386.1734680790639,593.5308915431531,183.1770112721996,1681.0422784432662,1939.4890686113276
2021-03-29,2204.4936950507927,3146.1322732030844,1316.4198289115825,1817.4743244401616,722.3490292203379,389.6439781115494,587.7928349811264,182.0686186430489,1685.4367347884404,1923.3498504468782
2021-03-30,2133.3890550409214,3085.305875243802,1314.1509508736353,1811.2769974705266,728.9322873223075,389.21025664677575,572.1102683572566,178.59213078727473,1681.821135213828,1909.676626442747
2021-03-31,2034.547481843043,3046.977995669955,1273.4245451574097,1773.6598466363762,696.9020055496046,366.28289430879335,562.7144156564029,174.13670694294146,1604.0604253233619,1839.187448215316
2021-04-01,1981.2616731376397,3038.517753546613,1245.5716256166177,1731.8706904978135,679.7298695830976,356.6310688906133,530.3673314749083,169.73024187271199,1563.9216548755464,1805.8002912831928
2021-04-02,1995.9357206989614,3049.60785086495,1236.571631014482,1711.6644701681587,696.2711800157749,362.56107617143124,529.0555634340298,167.70960647878152,1575.0897427446516,1782.7850507060432
2021-04-05,1934.4623483032449,2951.5400563891103,1201.0822303198863,1648.5434320554334,670.6898761393455,350.60955030622216,511.4396498322849,166.20013438643818,1494.9325078082504,1766.4192721858371
2021-04-06,1928.3608769298512,2833.643465269983,1172.5573752455705,1583.0358019707885,647.4507954036624,336.9282126501722,488.61511367258043,165.3923799848751,1458.721114429913,1759.1570666712005
2021-04-07,1905.402235994339,2741.9162254659564,1140.1564413471126,1543.3981316969412,623.5211377456617,328.27925058440763,473.82382285015797,160.58613632436843,1422.0909888922852,1718.7783956716264
2021-04-08,1849.8029346778642,2709.417304772223,1098.868889263482,1529.8552961621956,606.3063099858691,317.0337903270436,465.1498847323421,154.36155314262265,1391.3864370599601,1663.0711378682959
2021-04-09,1790.1533782160373,2669.309092717309,1061.7089881825882,1478.781747010951,576.6489515578614,305.29130072438795,443.002182823811,152.84633621111536,1318.2633895698773,1653.4480925564214
2021-04-12,1751.4266347813011,2602.9718501644584,1029.4117277961052,1448.0052011516796,560.1610794906311,300.2382518113171,432.7400396970625,149.26206732989507,1280.2280060123862,1611.0812669503446
2021-04-13,1714.9806581584785,2487.9040687556962,983.1759996876876,1399.1207092233517,538.6515344631082,287.4554324487864,417.9762681229498,145.49979271732877,1226.4850385132565,1553.6603316076066
2021-04-14,1675.1290596498077,2396.1577219877004,960.5785275137883,1325.4863884719978,531.63396011681,284.6694819056064,408.1893478478549,143.47210872971883,1217.8709897368772,1537.7485709801865
2021-04-15,1583.3510457729064,2268.464138154056,910.1640940490553,1258.1164265958726,505.8979429283088,267.9980305769834,391.1624036216153,137.1280753925265,1154.8530654265926,1456.4983488834673
2021-04-16,1561.4177723016571,2219.1313095638748,889.1362868426104,1248.0530881814566,490.0993471068849,268.2004250590286,388.94452795794865,136.5509435104285,1126.9160223659064,1455.6458720094556
2021-04-19,1558.1313919786683,2229.7809098637563,920.4860277003509,1255.7946847889257,509.56510352358134,276.19589248910813,394.41312536869725,140.98208147383374,1153.2011287024932,1513.3165819102637
2021-04-20,1586.5335987809174,2239.3442443213603,937.5825943956388,1277.592950897822,522.5434914125882,277.53183432425584,394.88629802270503,141.9285607420714,1170.8196772996964,1535.9962627073198
2021-04-21,1601.9608873910422,2220.0997138331477,945.6841475964245,1279.8160486275353,530.13888274638,284.62191995632185,402.22370975377515,143.88679938684297,1184.210461021249,1527.1550184408434
2021-04-22,1623.9044227587797,2246.896219912685,959.0585342083724,1276.5175784748478,531.4886532366282,290.1938956174043,405.3807615586594,146.1060848803282,1194.4577603088278,1544.242845581814
2021-04-23,1659.32395789611,2260.811633383212,972.1200897328264,1279.3912492575091,537.1572834496627,292.75312487245714,410.3390693773276,146.57867200550228,1217.5572191780302,1541.6443448101404
2021-04-26,1665.6730633722495,2260.954714082941,993.5467141567915,1285.613750040217,552.8490450148978,295.4813501077868,416.0572321813411,149.52842547142288,1240.6338150767579,1581.251324467688
2021-04-27,1663.3054726319986,2308.589115456977,1029.6140767968725,1306.3328831446618,566.0635102390723,308.9136260075863,433.2672654417342,150.49679195352425,1268.484169162587,1593.909472396881
2021-04-28,1639.3838751113994,2278.410913616495,1009.6504668117431,1279.5040685920155,555.1678567465802,303.6890876474016,439.1780353404742,148.74023048293262,1260.4022092416185,1582.002089732997
2021-04-29,1649.0366737193021,2311.9242172089334,1003.7075786865956,1300.335427597237,554.6975867002111,304.647167988313,443.89924943656996,153.94510456366305,1256.6674531193737,1601.9503990931319
2021-04-30,1643.7677643741565,2302.145507481575,995.4652583316067,1313.0967052277229,559.2029867630765,303.2847087726826,439.3615417054665,155.29444618320983,1253.7175285576836,1619.9710930111007
2021-05-03,1659.9109950155662,2276.943580828745,1018.1702178382885,1332.1275153454276,566.5644603230882,306.66672684710306,444.2458375429528,157.19134765990623,1275.5757743552897,1668.9618614742892
2021-05-04,1666.1555695161896,2266.6457985049096,1003.1458424023299,1315.7031400658195,560.0701564694635,309.3367730778549,439.92077363677936,157.81085159957863,1268.1380692658165,1690.1196273670955
2021-05-05,1745.115507247435,2302.2923032958834,1021.7158481402181,1353.1162388230273,578.3902599301645,325.3389487303962,453.33087354982683,159.6380182678233,1307.6954566124311,1730.9278483485016
2021-05-06,1779.2887666285803,2343.5826253117166,1050.3604137732852,1395.6067485962376,602.8233630212939,340.2231019738029,462.08565497272804,162.16220944858662,1360.963047852996,1743.8227397933895
2021-05-07,1801.2069625786082,2352.4517427825463,1059.039097233873,1422.546127905863,609.7977631410685,343.91095014933984,456.8571109910642,164.59017820978065,1380.5220640940402,1798.1275840288456
2021-05-10,1804.0121135079635,2369.2253361212465,1067.0848977276817,1458.0454149660234,613.4313231620508,347.0065973445601,464.629539675197,166.1112270767237,1386.1409407843191,1815.640922403018
2021-05-11,1846.497987171464,2369.864608623914,1081.0634450439252,1450.5991778911305,630.5630574642167,349.1855474105576,465.17965582465,168.36660094967172,1423.860974686674,1836.203767147038
2021-05-12,1842.0585135467845,2432.4459371133753,1069.8058069367464,1443.9401359616456,628.4553195695054,345.43740144562366,460.20059959245845,170.14496379484098,1422.4832985337134,1837.3643481634576
2021-05-13,1816.7049337039246,2454.4998834314115,1077.213288702072,1453.5184952640952,642.739739548391,347.0145081194182,453.3117410153681,169.48886985610832,1438.724312803359,1844.0802393931372
2021-05-14,1821.2014060971574,2476.771117804965,1066.0476024036918,1487.558698751722,637.8161245972565,348.3203086512302,457.48893625339673,171.1010733947627,1442.070492066517,1862.6405083031386
2021-05-17,1851.2431047740165,2543.5528521972115,1085.0956090944157,1535.5210697526686,649.1851753436765,360.5917611264287,461.1196793548796,176.51733965432308,1469.1515745985203,1872.6835990031211
2021-05-18,1866.5319203305553,2539.7056008925156,1101.9020140196667,1525.735825002472,654.8940812532568,356.76119167544385,459.84298595987667,172.5140932564729,1458.850538109882,1874.2724266651835
2021-05-19,1901.4813483987841,2581.3155061574607,1103.3956399181322,1546.7576674701804,658.5977580085895,353.6616315675407,474.13362302706236,175.82998427654135,1462.308677745851,1900.3335364874029
2021-05-20,1919.49064764733,2535.481610747721,1101.2239856153499,1514.377831979407,651.2979295947792,349.8066752171706,484.40520120549644,177.855504670835,1446.9351503541448,1924.1577701944834
2021-05-21,1974.2959608528163,2602.7723723840422,1124.083196188689,1540.0621431394245,671.3692075428565,361.5510863458178,500.56765441441894,181.69053096009176,1493.561219453032,1948.5989489189576
2021-05-24,2027.985100406872,2646.482301756744,1173.2678922639875,1556.547373591827,711.4686780754075,382.68955846715056,508.23317583082166,183.59719850816816,1551.946380482098,1985.03449195802
2021-05-25,2057.1684163163704,2652.107208578875,1182.4839013509861,1600.036193987816,731.723502521311,392.8770188589787,514.9881204453142,185.66914245204242,1587.7069339964887,1985.6202133374125
2021-05-26,2061.226826324439,2609.168890204706,1186.65126805375,1592.4606317964774,729.8820971740229,399.81895502162376,505.50984895250116,182.87080003007134,1593.144362606261,1992.963565685878
2021-05-27,2129.3473467153303,2637.3058616530107,1224.0984067724164,1612.476307329149,751.8729034399861,416.793476751913,519.6523255979714,182.04253195522998,1652.6083229480776,2032.63881344676
2021-05-28,2121.0888945915667,2655.4917352683487,1234.242676270449,1627.7645321469806,752.0121618235952,414.5280589336093,521.6268817340641,185.34663253763193,1664.086331722202,2047.6724595601981
2021-05-31,2159.80881786269,2590.974992308261,1255.6462579492356,1569.57829290493,760.9581827010157,415.3217426238089,511.2238155935058,188.66887572221194,1669.3650584126003,2076.0537333585016
2021-06-01,2171.003170183618,2620.7567032425204,1265.4477119902783,1563.242740131932,774.7327659252471,419.34407802588737,503.7398302055623,188.6955815698291,1706.7961475861432,2100.806920692679
2021-06-02,2171.849339270988,2618.903279959993,1262.6455137061141,1599.8711342785614,777.0011774818814,421.5809603563892,513.7058135647557,190.3097117595824,1709.2357023356396,2110.3396790544302
2021-06-03,2182.135579294104,2631.647189280137,1280.5197718096647,1609.998336838748,792.6840840756157,428.9282610290213,519.0553509177983,187.34811093927107,1745.3542115108166,2113.2068923269026
2021-06-04,2229.653641127769,2569.5306900983182,1320.1475647354328,1583.5824177270383,824.1598461669522,439.8217054088144,527.950801665491,187.14163392919687,1778.7155226522868,2166.2585303438404
2021-06-07,2235.893853542288,2588.1201817143565,1340.9727032837986,1604.674925017958,836.5007726432741,448.35099640584343,552.301631309873,188.91243626997223,1806.2272707973418,2210.891733263364
2021-06-08,2288.330001048836,2659.656591357436,1376.25527829142,1624.5673880507356,873.6050314946422,460.060974709524,566.4831686760411,189.88901964637026,1856.7984520105672,2242.9412658933234
2021-06-09,2313.189504102453,2694.131676868118,1417.5741507490766,1655.3120079409848,894.3369021844666,477.31063668806445,585.5666761599622,189.40566033444455,1907.4947245485596,2272.1504898537705
2021-06-10,2315.5768005566592,2750.748023044402,1425.5385975710403,1686.86425176108,897.6993338418102,479.39781562900345,581.3552309538961,187.0721210845032,1940.9908514154124,2248.4150818550615
2021-06-11,2292.7165602994883,2676.8475050982465,1401.3495311273625,1624.2154398717166,898.1413268665353,482.738340237113,570.4527114996101,191.8459523877568,1948.3098620985668,2263.0102341590805
2021-06-14,2216.7476238046656,2726.3950238719635,1367.5686750887592,1612.9706973631398,884.9854887662343,487.60229371940187,581.0585696217496,193.050084239843,1943.139241580753,2286.0460829882213
2021-06-15,2256.0897192999664,2764.1750925831066,1386.251038169524,1633.278785963996,891.1118860186218,490.67388844453734,572.2898226157517,193.92256661349748,1943.9007905166673,2273.4426465446772
2021-06-16,2275.2292344008138,2830.9587395056797,1418.057246042173,1639.7434280997702,899.773375095481,503.4349367822886,571.2643784943598,194.76898301135233,1979.3939913752436,2266.991046722574
2021-06-17,2291.7823667903167,2801.79663109346,1410.219190370991,1632.6765689395972,881.9110787914998,498.2701705113425,568.7081044126302,196.21396659737593,1963.419223445083,2304.2738680160587
2021-06-18,2309.120223364146,2804.431897477121,1419.4158284758714,1646.0941495924167,888.4447887523335,502.04301877478724,565.9564295741865,195.64238306264878,1954.4881466709628,2345.628713562295
2021-06-21,2276.9062746074565,2774.0744498074205,1397.3799500564517,1646.1676605543835,872.1723325364956,500.03185486832876,556.9447252768163,195.87980999914686,1921.6974987837655,2390.0172329090205
2021-06-22,2247.0772251051485,2779.218557220558,1404.1930665550267,1656.8999337477585,871.5611627877819,499.44981914851365,558.3077045604543,196.06601787066194,1939.072379616398,2447.4106247545174
2021-06-23,2239.7006157190344,2737.761218734222,1397.8343189107081,1685.5014570215876,860.5259788318175,503.2936437051684,571.2673525813331,195.46420496826235,1940.3516380000162,2485.3194090627976
2021-06-24,2238.574121865963,2739.1101316196514,1389.934702145243,1666.9102606615336,850.6055314150266,491.5112079321678,569.8625969437974,193.9102392090364,1927.276085167674,2442.1461298839704
2021-06-25,2262.5532206899575,2788.1140493307576,1369.887726570392,1696.9806790728903,854.7585042949552,484.02328656790104,587.7017919309333,196.18285274926893,1916.2005206159201,2462.061893987664
2021-06-28,2294.941223215926,2815.4368473698532,1392.7733622468193,1696.599814722229,870.2316484336454,484.92918461360904,592.1718078817803,195.62914872443608,1927.7153626220206,2501.035482952399
2021-06-29,2347.3593680815584,2871.3098514007715,1395.5427392554984,1719.6485545194794,887.8092630478465,493.1335039344347,620.8314531667248,198.84204563508607,1956.6061750497922,2528.0163479368853
2021-06-30,2364.9771731733426,2883.4783934636653,1416.0444482456048,1747.598196666047,892.3205492638515,489.3623559725559,607.9851363403179,200.7802317719955,1950.0608701344972,2492.67966195999
2021-07-01,2392.2621038032426,2996.769861023128,1438.814558514352,1822.9691601733841,908.2512444450953,497.1934312357796,628.1762878100564,202.34458511590853,1986.7353260174589,2526.4594566705337
2021-07-02,2379.8724771633424,3037.0422514028296,1439.9385803999967,1827.287211260547,913.4252359341928,494.07000164280186,631.3247924090439,203.11588464553728,2009.2446705123195,2549.9173570516077
2021-07-05,2391.5922423250045,3083.497129044595,1476.1951293928923,1866.20622966668,933.1770807502971,497.5792915626594,629.5427882710612,203.9186324604919,2032.4527887376719,2562.94224048507
2021-07-06,2406.4098648719555,3121.041133611985,1485.5044012186975,1896.8506904347532,940.2908851275008,489.69600680690405,625.0529777462889,204.49438164500197,2021.098975420139,2588.5225513127984
2021-07-07,2478.13318557964,3215.452639788222,1512.8380144660948,1981.2652395404557,962.838253511664,498.73653547040516,632.1198707101778,206.1239496902959,2053.780429414955,2618.9879863995075
2021-07-08,2497.4622549045444,3235.4142008582016,1530.728791824222,2021.42661374848,983.7556886233144,499.1339320659228,614.6390710602576,209.383362187584,2057.151046080221,2638.551924829117
2021-07-09,2741.127709967167,3511.3083678491107,1697.1415723648902,2223.1963396161764,1080.8740190045396,533.1647944402316,671.3701691648339,233.4429316385734,2235.426791533935,2940.02485724206
2021-07-12,2742.0849975152546,3538.001022937989,1703.1997776532876,2212.99690139343,1098.1488778523433,538.8886491962539,674.247734176954,231.44856800932493,2246.3283525684437,2908.653514336321
2021-07-13,2736.2413603417563,3611.6581775416257,1681.5555601695355,2206.3730656649823,1104.6838849465398,537.9315787979488,669.8473336756971,234.21177624111778,2236.7807027349204,2974.6568243779425
2021-07-14,2767.2438340443705,3606.9247273290807,1734.8006898457465,2196.0281929942253,1143.4906412364749,558.6938469559789,690.4139474818501,240.62020913174572,2294.3158669058107,3005.7070589033115
2021-07-15,2789.008000490062,3588.8641754528853,1782.3846383564273,2196.560068375898,1165.2728371977166,572.2910634396035,681.4094626532038,238.6525165734041,2351.0641224633396,2983.9276599227023
2021-07-16,2745.0216356284905,3591.0611058970844,1797.9069834169522,2215.896207399394,1182.1975289188078,574.038217063224,669.1368305445059,242.7447824807943,2363.6539202667627,2999.6842880963677
2021-07-19,2804.6992841754522,3647.7630872152454,1831.0470478802172,2304.609497855861,1198.0964066859785,588.9393838318977,679.0622381232306,245.18576379733838,2426.6379067044163,3040.2357083990746
2021-07-20,2830.2469528744814,3710.786872068189,1837.2838651354793,2315.7006007542936,1191.2072998336246,574.3355787457397,701.8188932941785,242.82804990439422,2413.2841790274188,3028.1131873300274
2021-07-21,2845.661200728385,3757.5081356036535,1867.1480905925598,2327.2659525551303,1206.2610503399403,584.5048577699366,704.8808116028758,248.3368539472104,2450.4635784650545,3088.0236923982934
2021-07-22,2877.221654048344,3830.1822151965594,1888.8113093494064,2331.9789138503465,1226.0702325356551,589.3350042543399,705.793578270994,251.02350960662457,2500.342473131241,3113.3057706681557
2021-07-23,2892.9567199905537,3921.2268173705615,1910.018311749858,2449.430504539853,1248.0385315815113,585.9370084618957,722.9506986703922,253.71970990074982,2553.5001819033746,3163.276139315867
2021-07-26,2888.359998883966,3860.852951293692,1896.316359571097,2394.940830006258,1232.160063581834,583.7587817620753,735.2462270148844,254.5979517307256,2510.2519192846617,3177.6850148212256
2021-07-27,2945.0456532753315,3862.4558957995946,1908.054409843887,2399.327761857946,1233.1181426057076,590.1120361843059,736.494500806146,256.4919193990328,2501.4967228758446,3177.474605919204
2021-07-28,2980.499887025204,3863.9625980643004,1959.284908971257,2395.960135403296,1265.1754653540243,612.735837445216,728.3875568771865,252.40014084518208,2521.8549033395557,3201.5092753373638
2021-07-29,2956.4533656757126,3976.5382134322963,1953.4398186190424,2454.888957032515,1282.872445992175,632.4291982273447,759.2433486996198,257.3885872150985,2572.524728553395,3257.4763196789977
2021-07-30,2994.683875335205,3970.7041302778807,1942.7222423037922,2452.136093090928,1278.6915486462126,626.9263452687802,766.5964878448423,260.59383475901876,2565.6991468269393,3323.94500742943
2021-08-02,2943.057595666712,3935.0588282055965,1907.6826906531699,2378.811724020609,1254.1747209490077,614.4321953967434,774.8412915693299,261.36891890048884,2507.804909013379,3378.872864868213
